epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,4060.46,0.46061,0.44736,0.7519,0.93306,0.97466,0.98059,0.74552,0.89307,0.46735,0.84999,0.0003895,0.0003895,0.0003895
187,4082.52,0.47844,0.35411,0.81728,0.93316,0.98091,0.97772,0.74517,0.90324,0.47165,0.85273,0.0003862,0.0003862,0.0003862
188,4104.78,0.52479,0.46954,0.79739,0.93149,0.99339,0.9781,0.74581,0.91606,0.47184,0.85709,0.0003829,0.0003829,0.0003829
189,4126.79,0.52059,0.38197,0.7982,0.93609,0.99337,0.97835,0.74005,0.90266,0.47958,0.85379,0.0003796,0.0003796,0.0003796
190,4148.91,0.49689,0.36824,0.80139,0.91428,0.98641,0.97796,0.73865,0.90842,0.49755,0.85549,0.0003763,0.0003763,0.0003763
191,4171.05,0.51409,0.37725,0.79595,0.91365,0.9877,0.97226,0.73751,0.87058,0.49538,0.84415,0.000373,0.000373,0.000373
192,4193.07,0.51734,0.38246,0.81899,0.92199,0.98448,0.9737,0.73594,0.8985,0.48122,0.85052,0.0003697,0.0003697,0.0003697
193,4215.25,0.50896,0.38779,0.81791,0.92919,0.99437,0.97856,0.75382,0.88799,0.47197,0.8469,0.0003664,0.0003664,0.0003664
194,4237.44,0.51644,0.36424,0.80883,0.93832,0.99889,0.98041,0.74891,0.90165,0.46823,0.85065,0.0003631,0.0003631,0.0003631
195,4259.56,0.56431,0.37991,0.81787,0.93472,0.99863,0.97992,0.74805,0.9109,0.47139,0.85825,0.0003598,0.0003598,0.0003598
196,4281.61,0.49779,0.35503,0.80375,0.93104,0.99734,0.97981,0.75119,0.91857,0.477,0.85937,0.0003565,0.0003565,0.0003565
197,4303.68,0.4954,0.3538,0.80262,0.92968,0.99172,0.97388,0.74534,0.93443,0.48447,0.86428,0.0003532,0.0003532,0.0003532
198,4326.29,0.50372,0.36452,0.80276,0.92961,0.985,0.97468,0.73905,0.91875,0.50545,0.85767,0.0003499,0.0003499,0.0003499
199,4348.54,0.47376,0.35227,0.80579,0.93228,0.97997,0.96774,0.72621,0.93121,0.52705,0.86365,0.0003466,0.0003466,0.0003466
200,4370.75,0.51044,0.38172,0.80228,0.93103,0.98557,0.97019,0.74218,0.89546,0.50069,0.85271,0.0003433,0.0003433,0.0003433
201,4392.98,0.55122,0.3716,0.8231,0.92415,0.98271,0.96779,0.72983,0.91091,0.51064,0.85309,0.00034,0.00034,0.00034
202,4415.26,0.48744,0.3691,0.79987,0.9192,0.98795,0.97533,0.75072,0.90363,0.48467,0.84967,0.0003367,0.0003367,0.0003367
203,4437.72,0.50265,0.36459,0.79877,0.922,0.97852,0.98007,0.7491,0.92398,0.49257,0.85523,0.0003334,0.0003334,0.0003334
204,4460.17,0.50909,0.36504,0.79596,0.93864,0.97319,0.98357,0.74998,0.88773,0.48513,0.84806,0.0003301,0.0003301,0.0003301
205,4482.36,0.49718,0.358,0.80234,0.93729,0.98604,0.98182,0.7505,0.90095,0.47877,0.85085,0.0003268,0.0003268,0.0003268
206,4504.66,0.48554,0.33943,0.81271,0.93554,0.99206,0.97857,0.74985,0.89288,0.46762,0.85286,0.0003235,0.0003235,0.0003235
207,4526.91,0.4628,0.36076,0.80992,0.93103,0.99206,0.97808,0.74923,0.905,0.47679,0.85583,0.0003202,0.0003202,0.0003202
208,4549.16,0.48299,0.3612,0.81396,0.9206,0.99395,0.98454,0.75324,0.90147,0.48269,0.8575,0.0003169,0.0003169,0.0003169
209,4571.29,0.51777,0.37702,0.80677,0.91331,0.99199,0.98276,0.75492,0.89967,0.48841,0.85266,0.0003136,0.0003136,0.0003136
210,4593.61,0.52965,0.39274,0.7952,0.91776,0.98263,0.98463,0.74943,0.90175,0.48538,0.85413,0.0003103,0.0003103,0.0003103
211,4615.76,0.50846,0.34631,0.80383,0.92672,0.9779,0.98647,0.75321,0.89363,0.47878,0.85075,0.000307,0.000307,0.000307
212,4638.05,0.48585,0.35655,0.80246,0.9258,0.98693,0.9831,0.75868,0.88852,0.46601,0.85115,0.0003037,0.0003037,0.0003037
213,4660.37,0.51272,0.34909,0.80258,0.94491,0.98176,0.98512,0.76057,0.89229,0.45868,0.8519,0.0003004,0.0003004,0.0003004
214,4682.62,0.48954,0.34708,0.80421,0.93542,0.98611,0.98104,0.75175,0.89754,0.45841,0.85009,0.0002971,0.0002971,0.0002971
215,4704.97,0.47056,0.34885,0.80587,0.93003,0.99206,0.97861,0.75363,0.91573,0.47122,0.852,0.0002938,0.0002938,0.0002938
216,4727.36,0.44488,0.33809,0.7982,0.91885,0.99695,0.98299,0.75024,0.90494,0.46678,0.85254,0.0002905,0.0002905,0.0002905
217,4749.62,0.46879,0.34497,0.80791,0.91937,0.9979,0.98093,0.74855,0.90952,0.47764,0.8501,0.0002872,0.0002872,0.0002872
218,4771.96,0.4745,0.35486,0.80083,0.92639,0.99592,0.98315,0.74953,0.90082,0.45741,0.85423,0.0002839,0.0002839,0.0002839
219,4793.93,0.46367,0.33975,0.80723,0.93152,1,0.98216,0.74708,0.89943,0.44637,0.85127,0.0002806,0.0002806,0.0002806
220,4816.1,0.46112,0.33928,0.80876,0.92811,0.99196,0.98325,0.74782,0.91005,0.44871,0.85404,0.0002773,0.0002773,0.0002773
221,4839.82,0.45532,0.3565,0.80342,0.92912,0.98662,0.98227,0.75111,0.90973,0.45847,0.84977,0.000274,0.000274,0.000274
222,4863.37,0.44185,0.31491,0.8019,0.93268,0.98544,0.97999,0.75417,0.90535,0.47017,0.85139,0.0002707,0.0002707,0.0002707
223,4887.27,0.45551,0.33101,0.7953,0.9246,0.98585,0.97939,0.75874,0.89645,0.46739,0.84708,0.0002674,0.0002674,0.0002674
224,4911.03,0.43357,0.31823,0.78462,0.9224,0.99463,0.9834,0.76514,0.87386,0.45855,0.84347,0.0002641,0.0002641,0.0002641
225,4935.3,0.45044,0.32549,0.80438,0.92175,0.99917,0.98568,0.76347,0.86451,0.45448,0.84115,0.0002608,0.0002608,0.0002608
226,4959.84,0.44427,0.32288,0.78709,0.92799,0.99813,0.98262,0.7645,0.87195,0.45818,0.84536,0.0002575,0.0002575,0.0002575
227,4983.97,0.44134,0.33587,0.7988,0.93241,1,0.98224,0.7576,0.86389,0.43911,0.84574,0.0002542,0.0002542,0.0002542
228,5008.22,0.44783,0.32665,0.80289,0.93336,1,0.98198,0.76662,0.87396,0.44404,0.84437,0.0002509,0.0002509,0.0002509
229,5032.43,0.48539,0.3406,0.8117,0.92972,0.99601,0.97949,0.76093,0.88113,0.44326,0.84591,0.0002476,0.0002476,0.0002476
230,5056.61,0.4362,0.33999,0.79486,0.91785,0.99206,0.98102,0.75985,0.88682,0.4683,0.84885,0.0002443,0.0002443,0.0002443
231,5080.79,0.47083,0.33229,0.80563,0.91908,0.98662,0.9792,0.75777,0.87468,0.47285,0.84528,0.000241,0.000241,0.000241
232,5105.28,0.44532,0.33513,0.79686,0.92051,0.98468,0.96726,0.7459,0.87982,0.483,0.8519,0.0002377,0.0002377,0.0002377
233,5129.72,0.48481,0.33625,0.79027,0.9227,0.98398,0.9715,0.75562,0.87276,0.48472,0.8455,0.0002344,0.0002344,0.0002344
234,5154.17,0.49345,0.38913,0.80834,0.92219,0.98173,0.97253,0.74765,0.88672,0.48682,0.85005,0.0002311,0.0002311,0.0002311
235,5178.59,0.44571,0.33515,0.79293,0.91553,0.99206,0.97129,0.74926,0.89372,0.48441,0.849,0.0002278,0.0002278,0.0002278
236,5202.97,0.44222,0.31259,0.78892,0.90671,0.99206,0.97454,0.74222,0.90028,0.48203,0.84773,0.0002245,0.0002245,0.0002245
237,5227.5,0.43298,0.33538,0.79042,0.93347,0.96011,0.97598,0.75469,0.89423,0.47638,0.84936,0.0002212,0.0002212,0.0002212
238,5251.78,0.45807,0.32933,0.79739,0.90686,0.99706,0.97685,0.75053,0.89249,0.462,0.84509,0.0002179,0.0002179,0.0002179
239,5275.93,0.45229,0.33164,0.80003,0.93413,0.96938,0.97871,0.75663,0.87913,0.4618,0.84527,0.0002146,0.0002146,0.0002146
240,5299.98,0.42629,0.31531,0.80142,0.92149,0.98636,0.97977,0.74889,0.90573,0.46635,0.84651,0.0002113,0.0002113,0.0002113
241,5323.89,0.42238,0.31848,0.80474,0.92182,0.99353,0.98288,0.75193,0.90723,0.46485,0.84715,0.000208,0.000208,0.000208
242,5347.77,0.45068,0.33442,0.80769,0.92064,0.98485,0.98212,0.75055,0.91046,0.47137,0.84729,0.0002047,0.0002047,0.0002047
243,5371.89,0.43677,0.32044,0.77993,0.91704,0.98353,0.98039,0.75376,0.907,0.47444,0.84945,0.0002014,0.0002014,0.0002014
244,5396.75,0.43129,0.33554,0.79759,0.91609,0.98257,0.97935,0.75706,0.89645,0.47645,0.84664,0.0001981,0.0001981,0.0001981
245,5421.24,0.42072,0.31224,0.78274,0.92231,0.98018,0.97507,0.75437,0.89471,0.48038,0.84763,0.0001948,0.0001948,0.0001948
246,5445.47,0.39695,0.3042,0.74615,0.92576,0.9801,0.97174,0.75706,0.88219,0.48051,0.84729,0.0001915,0.0001915,0.0001915
247,5469.94,0.40209,0.30063,0.79212,0.93029,0.98188,0.96937,0.75108,0.88032,0.49005,0.84548,0.0001882,0.0001882,0.0001882
248,5494.55,0.4278,0.33706,0.8005,0.93135,0.98329,0.97632,0.75304,0.89631,0.48664,0.85083,0.0001849,0.0001849,0.0001849
249,5518.71,0.43752,0.31559,0.80028,0.92697,0.98325,0.97698,0.7573,0.90205,0.48558,0.85029,0.0001816,0.0001816,0.0001816
250,5542.9,0.43671,0.31326,0.80848,0.92539,0.97938,0.97356,0.74613,0.89674,0.49002,0.85009,0.0001783,0.0001783,0.0001783
251,5567.05,0.41756,0.3184,0.8019,0.92131,0.97534,0.97611,0.74652,0.88986,0.49143,0.8493,0.000175,0.000175,0.000175
